# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 13236391 100318 0.007579
2 13236391 46999 0.003551
3 13236391 41411 0.003129
4 13236391 38629 0.002918
5 13236391 36663 0.002770
6 13236391 31859 0.002407
7 13236391 30746 0.002323
8 13236391 31516 0.002381
9 13236391 24447 0.001847
10 13236391 23683 0.001789
11 13236391 21236 0.001604
12 13236391 20684 0.001563
13 13236391 18693 0.001412
14 13236391 16819 0.001271
15 13236391 26281 0.001986
16 13236391 16046 0.001212
17 13236391 16033 0.001211
18 13236391 16414 0.001240
19 13236391 15999 0.001209
20 13236391 16101 0.001216
21 13236391 15529 0.001173
22 13236391 37947 0.002867
23 13236391 14771 0.001116
24 13236391 14983 0.001132
25 13236391 15475 0.001169
26 13236391 15105 0.001141
27 13236391 14845 0.001122
28 13236391 27985 0.002114
29 13236391 14602 0.001103
30 13236391 15261 0.001153
31 13236391 19603 0.001481
32 13236391 18362 0.001387
33 13236391 14218 0.001074
34 13236391 14315 0.001081
35 13236391 14468 0.001093
36 13236391 14650 0.001107
37 13236391 14780 0.001117
38 13236391 15074 0.001139
39 13236391 14981 0.001132
40 13236391 14966 0.001131
41 13236391 14450 0.001092
42 13236391 15277 0.001154
43 13236391 14843 0.001121
44 13236391 39748 0.003003
45 13236391 34644 0.002617
46 13236391 17698 0.001337
47 13236391 20370 0.001539
48 13236391 18929 0.001430
49 13236391 19004 0.001436
50 13236391 14024 0.001060
51 13236391 14099 0.001065
52 13236391 14030 0.001060
53 13236391 14380 0.001086
54 13236391 14031 0.001060
55 13236391 14676 0.001109
56 13236391 14396 0.001088
57 13236391 14035 0.001060
58 13236391 14326 0.001082
59 13236391 14094 0.001065
60 13236391 14302 0.001081
61 13236391 14943 0.001129
62 13236391 14314 0.001081
63 13236391 14096 0.001065
64 13236391 14356 0.001085
65 13236391 14104 0.001066
66 13236391 14707 0.001111
67 13236391 14116 0.001066
68 13236391 15403 0.001164
69 13236391 14943 0.001129
70 13236391 15880 0.001200
71 13236391 17402 0.001315
72 13236391 17019 0.001286
73 13236391 16608 0.001255
74 13236391 14058 0.001062
75 13236391 14214 0.001074
76 13236391 14628 0.001105
77 13236391 14565 0.001100
78 13236391 14657 0.001107
79 13236391 14680 0.001109
80 13236391 13976 0.001056
81 13236391 14212 0.001074
82 13236391 14413 0.001089
83 13236391 15020 0.001135
84 13236391 14819 0.001120
85 13236391 16406 0.001239
86 13236391 16053 0.001213
87 13236391 15060 0.001138
88 13236391 15158 0.001145
89 13236391 15437 0.001166
90 13236391 15285 0.001155
91 13236391 15048 0.001137
92 13236391 15104 0.001141
93 13236391 15762 0.001191
94 13236391 15389 0.001163
95 13236391 17603 0.001330
96 13236391 16982 0.001283
97 13236391 17269 0.001305
98 13236391 16072 0.001214
99 13236391 17026 0.001286
100 13236391 16695 0.001261
101 13222294 16328 0.001235
102 13205701 16084 0.001218
103 13187800 15872 0.001204
104 13166723 16450 0.001249
105 13142885 16552 0.001259
106 13115215 16337 0.001246
107 13083616 15530 0.001187
108 13048913 16060 0.001231
109 13010260 15753 0.001211
110 12967464 17013 0.001312
111 12918518 17283 0.001338
112 12865482 19813 0.001540
113 12808157 18522 0.001446
114 12746351 17636 0.001384
115 12682772 16899 0.001332
116 12609556 17245 0.001368
117 12525315 16699 0.001333
118 12439420 16122 0.001296
119 12353070 17100 0.001384
120 12261187 18502 0.001509
121 12157482 17294 0.001422
122 12049303 16637 0.001381
123 11932810 17754 0.001488
124 11817224 18730 0.001585
125 11690528 18160 0.001553
126 11551954 17873 0.001547
127 11417691 16730 0.001465
128 11281777 17496 0.001551
129 11143402 16994 0.001525
130 11002780 16894 0.001535
131 10841670 16046 0.001480
132 10674579 17697 0.001658
133 10506485 17998 0.001713
134 10325692 16461 0.001594
135 10145741 16878 0.001664
136 9965177 16910 0.001697
137 9781117 15903 0.001626
138 9583464 15358 0.001603
139 9385870 15908 0.001695
140 9185560 17763 0.001934
141 8979965 16649 0.001854
142 8767718 18233 0.002080
143 8557246 16973 0.001983
144 8351270 16605 0.001988
145 8164264 17164 0.002102
146 7950744 14758 0.001856
147 7737925 14351 0.001855
148 7540241 20051 0.002659
149 7322211 14556 0.001988
150 7090773 28544 0.004026
