# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 13236391 41594 0.003142
2 13236391 35644 0.002693
3 13236391 29526 0.002231
4 13236391 27235 0.002058
5 13236391 26322 0.001989
6 13236391 22556 0.001704
7 13236391 21133 0.001597
8 13236391 22918 0.001731
9 13236391 56356 0.004258
10 13236391 18730 0.001415
11 13236391 22805 0.001723
12 13236391 17133 0.001294
13 13236391 22766 0.001720
14 13236391 16405 0.001239
15 13236391 24152 0.001825
16 13236391 16095 0.001216
17 13236391 15675 0.001184
18 13236391 25573 0.001932
19 13236391 15802 0.001194
20 13236391 15681 0.001185
21 13236391 15090 0.001140
22 13236391 30875 0.002333
23 13236391 14612 0.001104
24 13236391 14862 0.001123
25 13236391 46145 0.003486
26 13236391 15054 0.001137
27 13236391 15308 0.001157
28 13236391 36221 0.002736
29 13236391 15159 0.001145
30 13236391 15632 0.001181
31 13236391 14625 0.001105
32 13236391 19887 0.001502
33 13236391 19986 0.001510
34 13236391 14315 0.001081
35 13236391 14314 0.001081
36 13236391 14680 0.001109
37 13236391 21415 0.001618
38 13236391 19896 0.001503
39 13236391 14277 0.001079
40 13236391 14406 0.001088
41 13236391 14560 0.001100
42 13236391 14608 0.001104
43 13236391 14626 0.001105
44 13236391 30470 0.002302
45 13236391 27547 0.002081
46 13236391 16600 0.001254
47 13236391 15727 0.001188
48 13236391 17199 0.001299
49 13236391 21029 0.001589
50 13236391 14247 0.001076
51 13236391 14045 0.001061
52 13236391 16545 0.001250
53 13236391 14042 0.001061
54 13236391 19639 0.001484
55 13236391 14317 0.001082
56 13236391 14182 0.001071
57 13236391 19928 0.001506
58 13236391 18646 0.001409
59 13236391 20285 0.001533
60 13236391 14286 0.001079
61 13236391 14438 0.001091
62 13236391 14201 0.001073
63 13236391 19399 0.001466
64 13236391 14321 0.001082
65 13236391 14466 0.001093
66 13236391 20211 0.001527
67 13236391 22950 0.001734
68 13236391 18321 0.001384
69 13236391 14698 0.001110
70 13236391 15562 0.001176
71 13236391 17254 0.001304
72 13236391 16865 0.001274
73 13236391 16535 0.001249
74 13236391 14854 0.001122
75 13236391 19130 0.001445
76 13236391 14939 0.001129
77 13236391 15020 0.001135
78 13236391 15110 0.001142
79 13236391 15020 0.001135
80 13236391 14630 0.001105
81 13236391 14687 0.001110
82 13236391 14964 0.001131
83 13236391 15472 0.001169
84 13236391 14996 0.001133
85 13236391 15995 0.001208
86 13236391 17698 0.001337
87 13236391 15019 0.001135
88 13236391 15672 0.001184
89 13236391 15851 0.001198
90 13236391 16142 0.001220
91 13236391 19689 0.001487
92 13236391 21311 0.001610
93 13236391 18477 0.001396
94 13236391 16407 0.001240
95 13236391 18479 0.001396
96 13236391 18163 0.001372
97 13236391 18551 0.001402
98 13236391 17341 0.001310
99 13236391 56864 0.004296
100 13236391 18600 0.001405
101 13222294 18653 0.001411
102 13205701 30178 0.002285
103 13187800 17296 0.001312
104 13166723 17755 0.001348
105 13142885 17811 0.001355
106 13115215 23193 0.001768
107 13083616 17647 0.001349
108 13048913 23657 0.001813
109 13010260 18005 0.001384
110 12967464 18835 0.001452
111 12918518 18732 0.001450
112 12865482 19957 0.001551
113 12808157 20904 0.001632
114 12746351 20451 0.001604
115 12682772 19515 0.001539
116 12609556 19712 0.001563
117 12525315 20454 0.001633
118 12439420 19351 0.001556
119 12353070 19673 0.001593
120 12261187 21599 0.001762
121 12157482 20436 0.001681
122 12049303 20689 0.001717
123 11932810 22137 0.001855
124 11817224 25577 0.002164
125 11690528 21975 0.001880
126 11551954 21500 0.001861
127 11417691 19559 0.001713
128 11281777 21385 0.001896
129 11143402 25171 0.002259
130 11002780 21794 0.001981
131 10841670 19129 0.001764
132 10674579 20048 0.001878
133 10506485 21476 0.002044
134 10325692 22895 0.002217
135 10145741 21374 0.002107
136 9965177 19934 0.002000
137 9781117 23247 0.002377
138 9583464 19791 0.002065
139 9385870 18231 0.001942
140 9185560 23777 0.002589
141 8979965 19744 0.002199
142 8767718 20415 0.002328
143 8557246 20046 0.002343
144 8351270 20267 0.002427
145 8164264 20253 0.002481
146 7950744 18721 0.002355
147 7737925 18788 0.002428
148 7540241 17986 0.002385
149 7322211 17463 0.002385
150 7090773 30752 0.004337
