# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 6385461 26180 0.004100
2 6385461 21597 0.003382
3 6385461 17891 0.002802
4 6385461 16307 0.002554
5 6385461 15352 0.002404
6 6385461 13033 0.002041
7 6385461 13433 0.002104
8 6385461 13211 0.002069
9 6385461 27140 0.004250
10 6385461 10492 0.001643
11 6385461 9978 0.001563
12 6385461 9541 0.001494
13 6385461 9274 0.001452
14 6385461 9466 0.001482
15 6385461 13373 0.002094
16 6385461 8471 0.001327
17 6385461 8151 0.001276
18 6385461 8354 0.001308
19 6385461 8053 0.001261
20 6385461 8145 0.001276
21 6385461 7672 0.001201
22 6385461 15071 0.002360
23 6385461 7313 0.001145
24 6385461 20868 0.003268
25 6385461 10068 0.001577
26 6385461 7767 0.001216
27 6385461 7545 0.001182
28 6385461 14258 0.002233
29 6385461 8844 0.001385
30 6385461 7810 0.001223
31 6385461 7265 0.001138
32 6385461 10042 0.001573
33 6385461 7016 0.001099
34 6385461 7140 0.001118
35 6385461 6992 0.001095
36 6385461 7194 0.001127
37 6385461 7192 0.001126
38 6385461 7372 0.001154
39 6385461 7655 0.001199
40 6385461 8736 0.001368
41 6385461 6955 0.001089
42 6385461 7154 0.001120
43 6385461 6970 0.001092
44 6385461 9966 0.001561
45 6385461 9538 0.001494
46 6385461 8275 0.001296
47 6385461 8250 0.001292
48 6385461 10166 0.001592
49 6385461 8392 0.001314
50 6385461 7339 0.001149
51 6385461 7003 0.001097
52 6385461 7097 0.001111
53 6385461 8761 0.001372
54 6385461 7074 0.001108
55 6385461 9334 0.001462
56 6385461 7329 0.001148
57 6385461 8461 0.001325
58 6385461 7636 0.001196
59 6385461 8592 0.001346
60 6385461 9367 0.001467
61 6385461 7142 0.001118
62 6385461 9529 0.001492
63 6385461 7922 0.001241
64 6385461 7104 0.001113
65 6385461 7018 0.001099
66 6385461 7940 0.001243
67 6385461 7460 0.001168
68 6385461 8048 0.001260
69 6385461 7502 0.001175
70 6385461 8303 0.001300
71 6385461 11036 0.001728
72 6385461 9358 0.001466
73 6385461 10660 0.001669
74 6385461 10210 0.001599
75 6385461 7520 0.001178
76 6385461 7467 0.001169
77 6385461 8363 0.001310
78 6385461 7755 0.001214
79 6385461 8967 0.001404
80 6385461 7337 0.001149
81 6385461 8254 0.001293
82 6385461 7398 0.001159
83 6385461 8379 0.001312
84 6385461 7520 0.001178
85 6385461 7675 0.001202
86 6385461 10487 0.001642
87 6385461 10020 0.001569
88 6385461 7841 0.001228
89 6385461 10098 0.001581
90 6385461 7732 0.001211
91 6385461 7852 0.001230
92 6385461 9965 0.001561
93 6385461 8081 0.001266
94 6385461 8458 0.001325
95 6385461 8966 0.001404
96 6385461 12164 0.001905
97 6385461 12177 0.001907
98 6385461 11420 0.001788
99 6385461 8843 0.001385
100 6385461 9432 0.001477
101 6376491 9516 0.001492
102 6366283 8762 0.001376
103 6355060 8691 0.001368
104 6342569 8849 0.001395
105 6328573 8648 0.001367
106 6313487 8797 0.001393
107 6296423 8971 0.001425
108 6278194 8852 0.001410
109 6258005 8943 0.001429
110 6236840 9441 0.001514
111 6213089 9863 0.001587
112 6187967 11342 0.001833
113 6161468 12201 0.001980
114 6132978 10173 0.001659
115 6103617 12402 0.002032
116 6070900 9934 0.001636
117 6035179 10124 0.001677
118 5998571 12043 0.002008
119 5961586 11288 0.001893
120 5923107 13984 0.002361
121 5879820 10467 0.001780
122 5834857 11670 0.002000
123 5785797 10870 0.001879
124 5738325 11340 0.001976
125 5687926 11070 0.001946
126 5633250 10909 0.001937
127 5578634 14211 0.002547
128 5524525 11165 0.002021
129 5469571 10074 0.001842
130 5414474 11188 0.002066
131 5352169 9420 0.001760
132 5285729 9942 0.001881
133 5218435 10578 0.002027
134 5148015 10842 0.002106
135 5076555 10595 0.002087
136 5004785 14154 0.002828
137 4932281 9895 0.002006
138 4854078 10202 0.002102
139 4775047 9582 0.002007
140 4692232 12177 0.002595
141 4609902 10305 0.002235
142 4522479 10841 0.002397
143 4437806 11089 0.002499
144 4353263 10103 0.002321
145 4275282 10395 0.002431
146 4186646 10894 0.002602
147 4098145 11572 0.002824
148 4012193 9916 0.002471
149 3916985 9585 0.002447
150 3819870 16967 0.004442
