# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 9311860 24696 0.002652
2 9311860 17563 0.001886
3 9311860 13413 0.001440
4 9311860 12103 0.001300
5 9311860 11487 0.001234
6 9311860 8211 0.000882
7 9311860 8554 0.000919
8 9311860 9246 0.000993
9 9311860 30411 0.003266
10 9311860 5700 0.000612
11 9311860 5132 0.000551
12 9311860 4646 0.000499
13 9311860 4162 0.000447
14 9311860 5049 0.000542
15 9311860 10338 0.001110
16 9311860 3724 0.000400
17 9311860 3366 0.000361
18 9311860 3551 0.000381
19 9311860 3287 0.000353
20 9311860 3693 0.000397
21 9311860 3201 0.000344
22 9311860 14865 0.001596
23 9311860 3271 0.000351
24 9311860 22982 0.002468
25 9311860 6822 0.000733
26 9311860 3342 0.000359
27 9311860 3429 0.000368
28 9311860 12898 0.001385
29 9311860 5267 0.000566
30 9311860 3361 0.000361
31 9311860 3216 0.000345
32 9311860 5487 0.000589
33 9311860 2891 0.000310
34 9311860 2945 0.000316
35 9311860 2874 0.000309
36 9311860 2969 0.000319
37 9311860 2969 0.000319
38 9311860 3179 0.000341
39 9311860 3740 0.000402
40 9311860 5303 0.000569
41 9311860 2901 0.000312
42 9311860 2873 0.000309
43 9311860 2894 0.000311
44 9311860 2704 0.000290
45 9311860 2945 0.000316
46 9311860 3229 0.000347
47 9311860 2767 0.000297
48 9311860 4229 0.000454
49 9311860 3227 0.000347
50 9311860 3116 0.000335
51 9311860 2862 0.000307
52 9311860 2840 0.000305
53 9311860 5389 0.000579
54 9311860 2983 0.000320
55 9311860 6186 0.000664
56 9311860 3120 0.000335
57 9311860 5083 0.000546
58 9311860 3797 0.000408
59 9311860 5230 0.000562
60 9311860 6263 0.000673
61 9311860 2910 0.000313
62 9311860 6470 0.000695
63 9311860 3905 0.000419
64 9311860 3105 0.000333
65 9311860 3004 0.000323
66 9311860 4439 0.000477
67 9311860 3334 0.000358
68 9311860 2952 0.000317
69 9311860 2985 0.000321
70 9311860 3617 0.000388
71 9311860 3040 0.000326
72 9311860 3689 0.000396
73 9311860 3919 0.000421
74 9311860 7357 0.000790
75 9311860 3594 0.000386
76 9311860 3335 0.000358
77 9311860 4811 0.000517
78 9311860 3423 0.000368
79 9311860 5633 0.000605
80 9311860 3329 0.000358
81 9311860 4727 0.000508
82 9311860 3354 0.000360
83 9311860 4361 0.000468
84 9311860 3405 0.000366
85 9311860 3431 0.000368
86 9311860 6775 0.000728
87 9311860 7408 0.000796
88 9311860 3616 0.000388
89 9311860 7193 0.000772
90 9311860 3769 0.000405
91 9311860 3484 0.000374
92 9311860 6830 0.000733
93 9311860 3842 0.000413
94 9311860 4139 0.000444
95 9311860 4124 0.000443
96 9311860 8915 0.000957
97 9311860 8453 0.000908
98 9311860 8539 0.000917
99 9311860 4375 0.000470
100 9311860 5068 0.000544
101 9298267 5333 0.000574
102 9282287 4334 0.000467
103 9264943 4785 0.000516
104 9245108 4905 0.000531
105 9222692 4941 0.000536
106 9198415 4761 0.000518
107 9170718 5221 0.000569
108 9140806 5088 0.000557
109 9107720 5156 0.000566
110 9072608 5921 0.000653
111 9032586 6145 0.000680
112 8990224 8182 0.000910
113 8945259 9390 0.001050
114 8897600 6598 0.000742
115 8847440 10024 0.001133
116 8792141 6800 0.000773
117 8730080 7071 0.000810
118 8667109 9739 0.001124
119 8604115 8257 0.000960
120 8538676 10864 0.001272
121 8464130 7094 0.000838
122 8387265 8887 0.001060
123 8303987 7193 0.000866
124 8222262 7911 0.000962
125 8134840 7226 0.000888
126 8041142 7502 0.000933
127 7947855 12176 0.001532
128 7854423 8447 0.001075
129 7759727 7486 0.000965
130 7665142 8595 0.001121
131 7557843 7289 0.000964
132 7444234 7418 0.000996
133 7329520 8125 0.001109
134 7210110 9280 0.001287
135 7089527 9114 0.001286
136 6968006 14366 0.002062
137 6846493 8068 0.001178
138 6715061 8541 0.001272
139 6583586 7707 0.001171
140 6445026 10781 0.001673
141 6308517 7939 0.001258
142 6165171 8983 0.001457
143 6025355 10196 0.001692
144 5887435 8631 0.001466
145 5762548 9466 0.001643
146 5619587 9909 0.001763
147 5477252 10959 0.002001
148 5340039 8289 0.001552
149 5188505 8213 0.001583
150 5034727 17521 0.003480
