# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 7136046 25057 0.003511
2 7136046 20284 0.002842
3 7136046 16709 0.002341
4 7136046 15406 0.002159
5 7136046 14729 0.002064
6 7136046 12470 0.001747
7 7136046 13021 0.001825
8 7136046 12706 0.001781
9 7136046 28998 0.004064
10 7136046 10470 0.001467
11 7136046 9972 0.001397
12 7136046 9704 0.001360
13 7136046 9508 0.001332
14 7136046 10141 0.001421
15 7136046 13685 0.001918
16 7136046 8921 0.001250
17 7136046 8923 0.001250
18 7136046 8915 0.001249
19 7136046 8770 0.001229
20 7136046 8845 0.001239
21 7136046 8410 0.001179
22 7136046 16583 0.002324
23 7136046 8276 0.001160
24 7136046 23204 0.003252
25 7136046 10940 0.001533
26 7136046 8344 0.001169
27 7136046 8305 0.001164
28 7136046 14648 0.002053
29 7136046 9596 0.001345
30 7136046 8784 0.001231
31 7136046 7941 0.001113
32 7136046 12398 0.001737
33 7136046 7924 0.001110
34 7136046 8003 0.001121
35 7136046 7949 0.001114
36 7136046 7978 0.001118
37 7136046 8124 0.001138
38 7136046 8362 0.001172
39 7136046 8685 0.001217
40 7136046 9868 0.001383
41 7136046 7881 0.001104
42 7136046 7872 0.001103
43 7136046 7962 0.001116
44 7136046 11648 0.001632
45 7136046 10847 0.001520
46 7136046 9107 0.001276
47 7136046 9346 0.001310
48 7136046 11437 0.001603
49 7136046 9731 0.001364
50 7136046 8094 0.001134
51 7136046 7898 0.001107
52 7136046 7711 0.001081
53 7136046 9660 0.001354
54 7136046 7972 0.001117
55 7136046 10458 0.001466
56 7136046 7942 0.001113
57 7136046 9501 0.001331
58 7136046 8570 0.001201
59 7136046 9531 0.001336
60 7136046 10419 0.001460
61 7136046 8042 0.001127
62 7136046 10687 0.001498
63 7136046 8723 0.001222
64 7136046 8032 0.001126
65 7136046 8134 0.001140
66 7136046 9060 0.001270
67 7136046 8482 0.001189
68 7136046 9334 0.001308
69 7136046 8221 0.001152
70 7136046 9583 0.001343
71 7136046 11147 0.001562
72 7136046 9916 0.001390
73 7136046 10948 0.001534
74 7136046 11157 0.001563
75 7136046 8254 0.001157
76 7136046 8213 0.001151
77 7136046 9385 0.001315
78 7136046 8372 0.001173
79 7136046 9648 0.001352
80 7136046 8035 0.001126
81 7136046 9084 0.001273
82 7136046 8115 0.001137
83 7136046 9281 0.001301
84 7136046 8336 0.001168
85 7136046 8434 0.001182
86 7136046 12156 0.001703
87 7136046 11342 0.001589
88 7136046 8510 0.001193
89 7136046 11319 0.001586
90 7136046 8592 0.001204
91 7136046 8535 0.001196
92 7136046 11040 0.001547
93 7136046 8791 0.001232
94 7136046 9131 0.001280
95 7136046 9691 0.001358
96 7136046 13434 0.001883
97 7136046 13031 0.001826
98 7136046 12714 0.001782
99 7136046 9743 0.001365
100 7136046 10071 0.001411
101 7128591 10099 0.001417
102 7119771 9464 0.001329
103 7110063 9318 0.001311
104 7098977 9744 0.001373
105 7086574 9610 0.001356
106 7072972 9457 0.001337
107 7057205 9672 0.001371
108 7040157 9487 0.001348
109 7021213 9485 0.001351
110 7000862 10153 0.001450
111 6977285 10403 0.001491
112 6952456 12080 0.001738
113 6925616 13223 0.001909
114 6896452 11144 0.001616
115 6865847 13393 0.001951
116 6831802 10749 0.001573
117 6793732 11306 0.001664
118 6754684 13346 0.001976
119 6714836 11945 0.001779
120 6673594 15040 0.002254
121 6626533 10916 0.001647
122 6577971 12572 0.001911
123 6524534 12227 0.001874
124 6472289 12672 0.001958
125 6416314 12069 0.001881
126 6354622 12017 0.001891
127 6293924 15408 0.002448
128 6232372 11979 0.001922
129 6169985 10756 0.001743
130 6107409 12011 0.001967
131 6035761 10098 0.001673
132 5960121 10667 0.001790
133 5882706 11344 0.001928
134 5801837 12023 0.002072
135 5719018 11448 0.002002
136 5635719 15555 0.002760
137 5552317 10735 0.001933
138 5460633 10847 0.001986
139 5368998 10358 0.001929
140 5271795 13061 0.002478
141 5174345 11186 0.002162
142 5071129 11604 0.002288
143 4971030 11978 0.002410
144 4871227 10630 0.002182
145 4779744 11374 0.002380
146 4674802 11481 0.002456
147 4570184 12605 0.002758
148 4468542 10331 0.002312
149 4353521 9952 0.002286
150 4238021 16930 0.003995
