# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 8072460 23933 0.002965
2 8072460 19360 0.002398
3 8072460 15689 0.001944
4 8072460 14133 0.001751
5 8072460 13346 0.001653
6 8072460 10063 0.001247
7 8072460 10241 0.001269
8 8072460 10523 0.001304
9 8072460 27840 0.003449
10 8072460 6551 0.000812
11 8072460 5771 0.000715
12 8072460 5266 0.000652
13 8072460 4778 0.000592
14 8072460 5315 0.000658
15 8072460 10083 0.001249
16 8072460 3978 0.000493
17 8072460 3685 0.000456
18 8072460 3775 0.000468
19 8072460 3566 0.000442
20 8072460 3869 0.000479
21 8072460 3465 0.000429
22 8072460 14311 0.001773
23 8072460 3426 0.000424
24 8072460 20230 0.002506
25 8072460 6470 0.000801
26 8072460 3498 0.000433
27 8072460 3550 0.000440
28 8072460 11698 0.001449
29 8072460 5409 0.000670
30 8072460 3766 0.000467
31 8072460 3578 0.000443
32 8072460 6139 0.000760
33 8072460 3045 0.000377
34 8072460 3361 0.000416
35 8072460 3205 0.000397
36 8072460 3228 0.000400
37 8072460 3091 0.000383
38 8072460 3456 0.000428
39 8072460 3875 0.000480
40 8072460 5244 0.000650
41 8072460 3104 0.000385
42 8072460 3045 0.000377
43 8072460 3211 0.000398
44 8072460 3128 0.000387
45 8072460 3233 0.000400
46 8072460 3607 0.000447
47 8072460 3252 0.000403
48 8072460 4368 0.000541
49 8072460 3420 0.000424
50 8072460 3529 0.000437
51 8072460 3211 0.000398
52 8072460 3129 0.000388
53 8072460 5116 0.000634
54 8072460 3178 0.000394
55 8072460 6131 0.000759
56 8072460 3517 0.000436
57 8072460 4977 0.000617
58 8072460 3843 0.000476
59 8072460 5192 0.000643
60 8072460 6177 0.000765
61 8072460 3269 0.000405
62 8072460 6299 0.000780
63 8072460 3969 0.000492
64 8072460 3366 0.000417
65 8072460 3382 0.000419
66 8072460 4417 0.000547
67 8072460 3719 0.000461
68 8072460 3271 0.000405
69 8072460 3267 0.000405
70 8072460 3628 0.000449
71 8072460 3501 0.000434
72 8072460 3731 0.000462
73 8072460 4184 0.000518
74 8072460 7168 0.000888
75 8072460 3671 0.000455
76 8072460 3524 0.000437
77 8072460 4929 0.000611
78 8072460 3478 0.000431
79 8072460 5391 0.000668
80 8072460 3507 0.000434
81 8072460 4734 0.000586
82 8072460 3527 0.000437
83 8072460 4688 0.000581
84 8072460 3536 0.000438
85 8072460 3741 0.000463
86 8072460 6578 0.000815
87 8072460 7144 0.000885
88 8072460 4028 0.000499
89 8072460 6898 0.000855
90 8072460 4033 0.000500
91 8072460 3958 0.000490
92 8072460 6677 0.000827
93 8072460 4226 0.000524
94 8072460 4451 0.000551
95 8072460 4418 0.000547
96 8072460 8613 0.001067
97 8072460 8300 0.001028
98 8072460 8425 0.001044
99 8072460 5015 0.000621
100 8072460 5526 0.000685
101 8054457 5718 0.000710
102 8033739 4817 0.000600
103 8011876 5342 0.000667
104 7987200 5249 0.000657
105 7959606 5377 0.000676
106 7929870 5175 0.000653
107 7896560 5543 0.000702
108 7860602 5516 0.000702
109 7822011 5461 0.000698
110 7781175 6195 0.000796
111 7736099 6517 0.000842
112 7688002 8122 0.001056
113 7638312 9354 0.001225
114 7585636 6723 0.000886
115 7532070 9477 0.001258
116 7473070 6752 0.000904
117 7408293 7229 0.000976
118 7343019 9312 0.001268
119 7277454 8120 0.001116
120 7210148 11158 0.001548
121 7135662 7330 0.001027
122 7059230 8499 0.001204
123 6977786 7010 0.001005
124 6898843 7737 0.001121
125 6817184 7289 0.001069
126 6728906 7217 0.001073
127 6641862 10962 0.001650
128 6557213 8097 0.001235
129 6472075 7389 0.001142
130 6386719 8107 0.001269
131 6291142 6831 0.001086
132 6191405 7240 0.001169
133 6091380 7778 0.001277
134 5987617 8779 0.001466
135 5882876 8498 0.001445
136 5779503 12788 0.002213
137 5676751 7523 0.001325
138 5566838 7875 0.001415
139 5457035 7164 0.001313
140 5343237 9699 0.001815
141 5230751 7647 0.001462
142 5113168 8235 0.001611
143 4997873 9217 0.001844
144 4884835 7867 0.001610
145 4782417 8477 0.001773
146 4666869 8930 0.001913
147 4551426 9956 0.002187
148 4441341 7840 0.001765
149 4321295 7576 0.001753
150 4198102 15530 0.003699
