# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 13299257 138973 0.010450
2 13299257 37279 0.002803
3 13299257 31529 0.002371
4 13299257 28372 0.002133
5 13299257 26471 0.001990
6 13299257 21653 0.001628
7 13299257 20556 0.001546
8 13299257 21831 0.001642
9 13299257 14978 0.001126
10 13299257 14105 0.001061
11 13299257 11631 0.000875
12 13299257 10828 0.000814
13 13299257 8680 0.000653
14 13299257 6845 0.000515
15 13299257 17030 0.001281
16 13299257 6219 0.000468
17 13299257 5794 0.000436
18 13299257 5932 0.000446
19 13299257 5759 0.000433
20 13299257 6125 0.000461
21 13299257 5621 0.000423
22 13299257 27380 0.002059
23 13299257 5364 0.000403
24 13299257 5213 0.000392
25 13299257 5609 0.000422
26 13299257 5485 0.000412
27 13299257 5044 0.000379
28 13299257 18593 0.001398
29 13299257 4914 0.000369
30 13299257 5447 0.000410
31 13299257 10091 0.000759
32 13299257 7858 0.000591
33 13299257 4537 0.000341
34 13299257 4849 0.000365
35 13299257 4665 0.000351
36 13299257 4646 0.000349
37 13299257 4699 0.000353
38 13299257 4902 0.000369
39 13299257 4851 0.000365
40 13299257 4710 0.000354
41 13299257 4508 0.000339
42 13299257 4881 0.000367
43 13299257 4641 0.000349
44 13299257 4795 0.000361
45 13299257 4779 0.000359
46 13299257 4747 0.000357
47 13299257 8514 0.000640
48 13299257 4419 0.000332
49 13299257 5280 0.000397
50 13299257 4585 0.000345
51 13299257 4571 0.000344
52 13299257 4629 0.000348
53 13299257 4785 0.000360
54 13299257 4598 0.000346
55 13299257 5163 0.000388
56 13299257 4749 0.000357
57 13299257 4532 0.000341
58 13299257 4644 0.000349
59 13299257 4480 0.000337
60 13299257 4476 0.000337
61 13299257 5080 0.000382
62 13299257 4696 0.000353
63 13299257 4467 0.000336
64 13299257 4678 0.000352
65 13299257 4604 0.000346
66 13299257 5076 0.000382
67 13299257 4871 0.000366
68 13299257 4592 0.000345
69 13299257 5070 0.000381
70 13299257 5200 0.000391
71 13299257 4784 0.000360
72 13299257 5047 0.000379
73 13299257 5073 0.000381
74 13299257 4469 0.000336
75 13299257 4975 0.000374
76 13299257 5307 0.000399
77 13299257 5006 0.000376
78 13299257 5071 0.000381
79 13299257 4975 0.000374
80 13299257 4837 0.000364
81 13299257 4973 0.000374
82 13299257 4929 0.000371
83 13299257 5075 0.000382
84 13299257 5298 0.000398
85 13299257 5296 0.000398
86 13299257 5797 0.000436
87 13299257 5326 0.000400
88 13299257 5429 0.000408
89 13299257 5195 0.000391
90 13299257 5229 0.000393
91 13299257 5010 0.000377
92 13299257 5505 0.000414
93 13299257 5862 0.000441
94 13299257 5190 0.000390
95 13299257 6130 0.000461
96 13299257 5183 0.000390
97 13299257 5446 0.000409
98 13299257 5406 0.000406
99 13299257 6354 0.000478
100 13299257 6269 0.000471
101 13284128 6344 0.000478
102 13266553 5765 0.000435
103 13246813 5731 0.000433
104 13224276 5875 0.000444
105 13198699 6201 0.000470
106 13170126 5736 0.000436
107 13136944 5940 0.000452
108 13100865 5997 0.000458
109 13060471 6159 0.000472
110 13016549 7381 0.000567
111 12966351 6910 0.000533
112 12911666 9423 0.000730
113 12852561 7688 0.000598
114 12788824 6987 0.000546
115 12721062 6990 0.000549
116 12645117 7900 0.000625
117 12559827 7527 0.000599
118 12472408 7526 0.000603
119 12382100 7391 0.000597
120 12287617 7974 0.000649
121 12180931 7863 0.000646
122 12070080 7772 0.000644
123 11948929 7666 0.000642
124 11829182 8316 0.000703
125 11700993 8054 0.000688
126 11562074 8460 0.000732
127 11423093 8104 0.000709
128 11283636 8078 0.000716
129 11141128 9068 0.000814
130 10998359 8268 0.000752
131 10836750 8354 0.000771
132 10666817 9521 0.000893
133 10493636 9699 0.000924
134 10311094 9367 0.000908
135 10126811 9807 0.000968
136 9942991 10329 0.001039
137 9758153 9144 0.000937
138 9560268 8760 0.000916
139 9360893 9351 0.000999
140 9153027 9443 0.001032
141 8947333 8732 0.000976
142 8730572 9676 0.001108
143 8521268 10072 0.001182
144 8314341 9688 0.001165
145 8127182 10746 0.001322
146 7913932 9288 0.001174
147 7701842 8965 0.001164
148 7497991 14782 0.001971
149 7274224 9534 0.001311
150 7046380 24506 0.003478
