# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 13299257 33644 0.002530
2 13299257 24660 0.001854
3 13299257 19199 0.001444
4 13299257 16902 0.001271
5 13299257 16024 0.001205
6 13299257 11660 0.000877
7 13299257 10657 0.000801
8 13299257 13240 0.000996
9 13299257 46634 0.003507
10 13299257 8034 0.000604
11 13299257 12595 0.000947
12 13299257 6837 0.000514
13 13299257 12234 0.000920
14 13299257 5808 0.000437
15 13299257 14743 0.001109
16 13299257 5615 0.000422
17 13299257 5097 0.000383
18 13299257 15341 0.001154
19 13299257 4896 0.000368
20 13299257 5342 0.000402
21 13299257 4831 0.000363
22 13299257 20972 0.001577
23 13299257 4620 0.000347
24 13299257 5035 0.000379
25 13299257 36524 0.002746
26 13299257 4839 0.000364
27 13299257 5040 0.000379
28 13299257 27300 0.002053
29 13299257 4882 0.000367
30 13299257 5017 0.000377
31 13299257 4790 0.000360
32 13299257 6677 0.000502
33 13299257 10223 0.000769
34 13299257 4403 0.000331
35 13299257 4169 0.000313
36 13299257 4559 0.000343
37 13299257 11159 0.000839
38 13299257 9945 0.000748
39 13299257 4204 0.000316
40 13299257 4282 0.000322
41 13299257 4263 0.000321
42 13299257 4275 0.000321
43 13299257 4267 0.000321
44 13299257 4214 0.000317
45 13299257 4448 0.000334
46 13299257 4925 0.000370
47 13299257 4362 0.000328
48 13299257 4501 0.000338
49 13299257 7923 0.000596
50 13299257 4786 0.000360
51 13299257 4393 0.000330
52 13299257 7092 0.000533
53 13299257 4259 0.000320
54 13299257 9905 0.000745
55 13299257 4492 0.000338
56 13299257 4680 0.000352
57 13299257 10380 0.000780
58 13299257 9370 0.000705
59 13299257 10839 0.000815
60 13299257 4550 0.000342
61 13299257 4456 0.000335
62 13299257 4391 0.000330
63 13299257 9778 0.000735
64 13299257 4632 0.000348
65 13299257 4728 0.000356
66 13299257 10667 0.000802
67 13299257 13530 0.001017
68 13299257 7503 0.000564
69 13299257 4416 0.000332
70 13299257 4740 0.000356
71 13299257 4736 0.000356
72 13299257 4683 0.000352
73 13299257 4808 0.000362
74 13299257 5374 0.000404
75 13299257 9441 0.000710
76 13299257 5038 0.000379
77 13299257 4896 0.000368
78 13299257 4964 0.000373
79 13299257 4745 0.000357
80 13299257 4907 0.000369
81 13299257 4816 0.000362
82 13299257 5187 0.000390
83 13299257 5005 0.000376
84 13299257 5067 0.000381
85 13299257 5178 0.000389
86 13299257 5762 0.000433
87 13299257 5138 0.000386
88 13299257 5440 0.000409
89 13299257 5449 0.000410
90 13299257 5506 0.000414
91 13299257 9221 0.000693
92 13299257 11192 0.000842
93 13299257 8114 0.000610
94 13299257 6215 0.000467
95 13299257 6248 0.000470
96 13299257 6039 0.000454
97 13299257 6567 0.000494
98 13299257 6537 0.000492
99 13299257 46800 0.003519
100 13299257 7693 0.000578
101 13284128 7832 0.000590
102 13266553 19527 0.001472
103 13246813 7168 0.000541
104 13224276 7640 0.000578
105 13198699 7742 0.000587
106 13170126 13132 0.000997
107 13136944 7969 0.000607
108 13100865 13625 0.001040
109 13060471 8200 0.000628
110 13016549 9101 0.000699
111 12966351 8476 0.000654
112 12911666 9413 0.000729
113 12852561 9833 0.000765
114 12788824 9873 0.000772
115 12721062 9408 0.000740
116 12645117 9968 0.000788
117 12559827 10715 0.000853
118 12472408 10047 0.000806
119 12382100 9505 0.000768
120 12287617 10067 0.000819
121 12180931 10424 0.000856
122 12070080 10746 0.000890
123 11948929 11134 0.000932
124 11829182 14486 0.001225
125 11700993 11956 0.001022
126 11562074 11669 0.001009
127 11423093 10380 0.000909
128 11283636 11690 0.001036
129 11141128 16843 0.001512
130 10998359 12733 0.001158
131 10836750 11374 0.001050
132 10666817 12007 0.001126
133 10493636 13073 0.001246
134 10311094 15852 0.001537
135 10126811 14155 0.001398
136 9942991 12990 0.001306
137 9758153 16550 0.001696
138 9560268 13487 0.001411
139 9360893 11974 0.001279
140 9153027 16371 0.001789
141 8947333 12163 0.001359
142 8730572 12756 0.001461
143 8521268 12876 0.001511
144 8314341 13271 0.001596
145 8127182 14557 0.001791
146 7913932 13753 0.001738
147 7701842 13669 0.001775
148 7497991 12847 0.001713
149 7274224 12527 0.001722
150 7046380 27103 0.003846
