# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 12417771 77124 0.006211
2 12417771 36315 0.002924
3 12417771 31967 0.002574
4 12417771 29523 0.002377
5 12417771 27547 0.002218
6 12417771 22116 0.001781
7 12417771 21229 0.001710
8 12417771 22077 0.001778
9 12417771 15562 0.001253
10 12417771 14636 0.001179
11 12417771 12092 0.000974
12 12417771 11230 0.000904
13 12417771 9020 0.000726
14 12417771 7166 0.000577
15 12417771 16947 0.001365
16 12417771 6368 0.000513
17 12417771 5926 0.000477
18 12417771 6194 0.000499
19 12417771 5794 0.000467
20 12417771 6357 0.000512
21 12417771 5824 0.000469
22 12417771 26945 0.002170
23 12417771 5394 0.000434
24 12417771 5389 0.000434
25 12417771 5832 0.000470
26 12417771 5634 0.000454
27 12417771 5299 0.000427
28 12417771 17951 0.001446
29 12417771 5112 0.000412
30 12417771 5850 0.000471
31 12417771 9961 0.000802
32 12417771 9283 0.000748
33 12417771 4761 0.000383
34 12417771 4959 0.000399
35 12417771 4915 0.000396
36 12417771 4880 0.000393
37 12417771 4997 0.000402
38 12417771 5126 0.000413
39 12417771 5099 0.000411
40 12417771 4961 0.000400
41 12417771 4776 0.000385
42 12417771 5134 0.000413
43 12417771 4909 0.000395
44 12417771 4941 0.000398
45 12417771 5124 0.000413
46 12417771 5369 0.000432
47 12417771 8536 0.000687
48 12417771 4555 0.000367
49 12417771 5621 0.000453
50 12417771 4833 0.000389
51 12417771 4844 0.000390
52 12417771 4890 0.000394
53 12417771 4985 0.000401
54 12417771 4878 0.000393
55 12417771 5346 0.000431
56 12417771 5012 0.000404
57 12417771 4568 0.000368
58 12417771 4971 0.000400
59 12417771 4874 0.000393
60 12417771 4817 0.000388
61 12417771 5680 0.000457
62 12417771 4691 0.000378
63 12417771 4671 0.000376
64 12417771 4878 0.000393
65 12417771 4889 0.000394
66 12417771 5374 0.000433
67 12417771 5006 0.000403
68 12417771 4860 0.000391
69 12417771 5083 0.000409
70 12417771 5433 0.000438
71 12417771 4991 0.000402
72 12417771 5182 0.000417
73 12417771 5146 0.000414
74 12417771 4898 0.000394
75 12417771 5155 0.000415
76 12417771 5350 0.000431
77 12417771 5009 0.000403
78 12417771 5145 0.000414
79 12417771 5149 0.000415
80 12417771 5107 0.000411
81 12417771 5130 0.000413
82 12417771 5160 0.000416
83 12417771 5385 0.000434
84 12417771 5337 0.000430
85 12417771 5444 0.000438
86 12417771 6430 0.000518
87 12417771 5598 0.000451
88 12417771 5828 0.000469
89 12417771 5607 0.000452
90 12417771 5528 0.000445
91 12417771 5143 0.000414
92 12417771 5571 0.000449
93 12417771 6191 0.000499
94 12417771 5506 0.000443
95 12417771 6205 0.000500
96 12417771 5537 0.000446
97 12417771 5717 0.000460
98 12417771 5509 0.000444
99 12417771 6352 0.000512
100 12417771 6422 0.000517
101 12403825 6413 0.000517
102 12387572 5851 0.000472
103 12369977 6039 0.000488
104 12349667 6306 0.000511
105 12326710 6403 0.000519
106 12300884 5861 0.000476
107 12271114 6104 0.000497
108 12238496 6369 0.000520
109 12202444 6337 0.000519
110 12163300 7425 0.000610
111 12118737 6965 0.000575
112 12071139 9308 0.000771
113 12020668 7588 0.000631
114 11966482 7190 0.000601
115 11910624 7055 0.000592
116 11846812 8276 0.000699
117 11775144 7917 0.000672
118 11700802 7476 0.000639
119 11625740 7242 0.000623
120 11546040 9155 0.000793
121 11457781 8034 0.000701
122 11364584 7919 0.000697
123 11264070 7728 0.000686
124 11164093 8427 0.000755
125 11056801 8245 0.000746
126 10938536 8402 0.000768
127 10822959 8036 0.000742
128 10707005 8557 0.000799
129 10587624 9054 0.000855
130 10467750 8366 0.000799
131 10329060 8308 0.000804
132 10184563 9890 0.000971
133 10038723 9979 0.000994
134 9882400 9267 0.000938
135 9724457 10027 0.001031
136 9565911 10140 0.001060
137 9406445 8939 0.000950
138 9234245 8933 0.000967
139 9059240 9128 0.001008
140 8882303 9622 0.001083
141 8698830 8967 0.001031
142 8509754 9871 0.001160
143 8319735 10356 0.001245
144 8134481 9912 0.001219
145 7963726 10633 0.001335
146 7770286 9560 0.001230
147 7577425 9241 0.001220
148 7395224 15085 0.002040
149 7196267 9937 0.001381
150 6982946 24949 0.003573
