# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 5924914 26887 0.004538
2 5924914 22511 0.003799
3 5924914 18702 0.003157
4 5924914 17069 0.002881
5 5924914 15943 0.002691
6 5924914 13603 0.002296
7 5924914 13693 0.002311
8 5924914 13419 0.002265
9 5924914 25833 0.004360
10 5924914 10302 0.001739
11 5924914 9634 0.001626
12 5924914 9321 0.001573
13 5924914 8831 0.001490
14 5924914 9120 0.001539
15 5924914 12559 0.002120
16 5924914 7917 0.001336
17 5924914 7747 0.001308
18 5924914 7681 0.001296
19 5924914 7377 0.001245
20 5924914 7340 0.001239
21 5924914 6970 0.001176
22 5924914 14898 0.002514
23 5924914 6889 0.001163
24 5924914 19262 0.003251
25 5924914 9268 0.001564
26 5924914 7047 0.001189
27 5924914 6912 0.001167
28 5924914 12999 0.002194
29 5924914 8222 0.001388
30 5924914 7053 0.001190
31 5924914 6870 0.001160
32 5924914 8737 0.001475
33 5924914 6512 0.001099
34 5924914 6485 0.001095
35 5924914 6350 0.001072
36 5924914 6449 0.001088
37 5924914 6539 0.001104
38 5924914 6721 0.001134
39 5924914 6946 0.001172
40 5924914 7932 0.001339
41 5924914 6362 0.001074
42 5924914 6420 0.001084
43 5924914 6592 0.001113
44 5924914 9327 0.001574
45 5924914 8881 0.001499
46 5924914 7664 0.001294
47 5924914 7473 0.001261
48 5924914 9066 0.001530
49 5924914 7273 0.001228
50 5924914 6583 0.001111
51 5924914 6504 0.001098
52 5924914 6350 0.001072
53 5924914 7978 0.001347
54 5924914 6386 0.001078
55 5924914 8595 0.001451
56 5924914 6743 0.001138
57 5924914 7981 0.001347
58 5924914 7084 0.001196
59 5924914 8055 0.001360
60 5924914 8707 0.001470
61 5924914 6702 0.001131
62 5924914 8714 0.001471
63 5924914 7086 0.001196
64 5924914 6551 0.001106
65 5924914 6606 0.001115
66 5924914 7574 0.001278
67 5924914 6869 0.001159
68 5924914 7451 0.001258
69 5924914 7040 0.001188
70 5924914 7872 0.001329
71 5924914 10333 0.001744
72 5924914 8942 0.001509
73 5924914 9829 0.001659
74 5924914 9577 0.001616
75 5924914 6835 0.001154
76 5924914 6861 0.001158
77 5924914 7907 0.001335
78 5924914 7045 0.001189
79 5924914 8215 0.001387
80 5924914 6674 0.001126
81 5924914 7581 0.001280
82 5924914 6870 0.001160
83 5924914 7687 0.001297
84 5924914 7015 0.001184
85 5924914 7123 0.001202
86 5924914 9362 0.001580
87 5924914 9280 0.001566
88 5924914 7213 0.001217
89 5924914 9450 0.001595
90 5924914 7336 0.001238
91 5924914 7121 0.001202
92 5924914 9117 0.001539
93 5924914 7399 0.001249
94 5924914 7443 0.001256
95 5924914 8325 0.001405
96 5924914 11456 0.001934
97 5924914 11266 0.001901
98 5924914 10555 0.001781
99 5924914 8406 0.001419
100 5924914 8992 0.001518
101 5910073 8700 0.001472
102 5893110 8381 0.001422
103 5875378 8123 0.001383
104 5855832 8389 0.001433
105 5834874 8369 0.001434
106 5812216 8342 0.001435
107 5787080 8418 0.001455
108 5760829 8218 0.001427
109 5733253 8203 0.001431
110 5704322 8886 0.001558
111 5672532 9000 0.001587
112 5639503 10149 0.001800
113 5605661 11341 0.002023
114 5570289 9412 0.001690
115 5534663 11132 0.002011
116 5495506 9075 0.001651
117 5453714 9352 0.001715
118 5411113 10983 0.002030
119 5368846 10028 0.001868
120 5326467 12603 0.002366
121 5279766 9381 0.001777
122 5232082 10743 0.002053
123 5181031 9786 0.001889
124 5132594 10468 0.002040
125 5081771 10411 0.002049
126 5027053 10242 0.002037
127 4973670 12855 0.002585
128 4921360 10372 0.002108
129 4868586 8825 0.001813
130 4816695 10322 0.002143
131 4757464 8390 0.001764
132 4696006 8866 0.001888
133 4634379 9503 0.002051
134 4570077 10062 0.002202
135 4505000 9544 0.002119
136 4440589 12927 0.002911
137 4376371 8805 0.002012
138 4306705 9190 0.002134
139 4236817 8502 0.002007
140 4163776 11048 0.002653
141 4090984 9375 0.002292
142 4014633 9639 0.002401
143 3939557 10037 0.002548
144 3865862 9078 0.002348
145 3798576 9422 0.002480
146 3722034 9646 0.002592
147 3644834 10322 0.002832
148 3570661 8784 0.002460
149 3488958 8653 0.002480
150 3403998 14339 0.004212
