# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 6240529 64120 0.010275
2 6240529 29401 0.004711
3 6240529 23721 0.003801
4 6240529 21645 0.003468
5 6240529 19774 0.003169
6 6240529 17122 0.002744
7 6240529 17854 0.002861
8 6240529 17589 0.002819
9 6240529 13353 0.002140
10 6240529 13585 0.002177
11 6240529 12436 0.001993
12 6240529 11277 0.001807
13 6240529 10910 0.001748
14 6240529 10644 0.001706
15 6240529 14876 0.002384
16 6240529 9184 0.001472
17 6240529 10049 0.001610
18 6240529 8552 0.001370
19 6240529 9444 0.001513
20 6240529 8910 0.001428
21 6240529 8026 0.001286
22 6240529 19632 0.003146
23 6240529 7291 0.001168
24 6240529 7285 0.001167
25 6240529 10983 0.001760
26 6240529 7769 0.001245
27 6240529 7521 0.001205
28 6240529 13885 0.002225
29 6240529 7213 0.001156
30 6240529 7468 0.001197
31 6240529 7419 0.001189
32 6240529 8954 0.001435
33 6240529 6967 0.001116
34 6240529 6956 0.001115
35 6240529 6906 0.001107
36 6240529 7075 0.001134
37 6240529 9993 0.001601
38 6240529 9383 0.001504
39 6240529 7028 0.001126
40 6240529 8308 0.001331
41 6240529 6911 0.001107
42 6240529 11945 0.001914
43 6240529 7921 0.001269
44 6240529 11765 0.001885
45 6240529 11590 0.001857
46 6240529 9424 0.001510
47 6240529 8693 0.001393
48 6240529 10551 0.001691
49 6240529 10505 0.001683
50 6240529 7912 0.001268
51 6240529 9624 0.001542
52 6240529 7047 0.001129
53 6240529 7426 0.001190
54 6240529 7332 0.001175
55 6240529 9218 0.001477
56 6240529 8254 0.001323
57 6240529 7149 0.001146
58 6240529 7091 0.001136
59 6240529 9659 0.001548
60 6240529 7857 0.001259
61 6240529 12762 0.002045
62 6240529 7113 0.001140
63 6240529 8523 0.001366
64 6240529 7403 0.001186
65 6240529 7094 0.001137
66 6240529 7620 0.001221
67 6240529 9983 0.001600
68 6240529 10662 0.001709
69 6240529 7718 0.001237
70 6240529 11533 0.001848
71 6240529 12984 0.002081
72 6240529 11203 0.001795
73 6240529 11231 0.001800
74 6240529 8408 0.001347
75 6240529 7630 0.001223
76 6240529 8189 0.001312
77 6240529 9312 0.001492
78 6240529 7219 0.001157
79 6240529 8670 0.001389
80 6240529 7155 0.001147
81 6240529 8204 0.001315
82 6240529 9597 0.001538
83 6240529 7347 0.001177
84 6240529 7588 0.001216
85 6240529 7581 0.001215
86 6240529 9408 0.001508
87 6240529 8535 0.001368
88 6240529 7704 0.001235
89 6240529 8951 0.001434
90 6240529 10727 0.001719
91 6240529 7335 0.001175
92 6240529 7468 0.001197
93 6240529 7704 0.001235
94 6240529 7834 0.001255
95 6240529 9777 0.001567
96 6240529 9331 0.001495
97 6240529 9101 0.001458
98 6240529 10835 0.001736
99 6240529 8689 0.001392
100 6240529 9356 0.001499
101 6219428 9668 0.001554
102 6195494 10354 0.001671
103 6170717 8625 0.001398
104 6144106 8148 0.001326
105 6115469 8068 0.001319
106 6085339 7805 0.001283
107 6052279 7719 0.001275
108 6018043 8447 0.001404
109 5982129 7889 0.001319
110 5945345 11425 0.001922
111 5905145 8534 0.001445
112 5863890 10957 0.001869
113 5822214 8887 0.001526
114 5778793 8621 0.001492
115 5735022 8839 0.001541
116 5687719 9536 0.001677
117 5636821 8676 0.001539
118 5586257 9115 0.001632
119 5536692 8675 0.001567
120 5486967 9820 0.001790
121 5431383 9286 0.001710
122 5375994 12372 0.002301
123 5317676 10476 0.001970
124 5261469 13988 0.002659
125 5202908 8902 0.001711
126 5140713 10799 0.002101
127 5080030 9404 0.001851
128 5020893 8517 0.001696
129 4961519 9556 0.001926
130 4903228 9020 0.001840
131 4836742 8354 0.001727
132 4767866 8839 0.001854
133 4699091 8800 0.001873
134 4627914 8501 0.001837
135 4556067 8015 0.001759
136 4485310 9566 0.002133
137 4414884 7738 0.001753
138 4338764 7631 0.001759
139 4262068 9389 0.002203
140 4182601 9329 0.002230
141 4103988 9287 0.002263
142 4021720 8428 0.002096
143 3940655 7965 0.002021
144 3861060 7733 0.002003
145 3789586 7873 0.002078
146 3708469 7338 0.001979
147 3624932 7098 0.001958
148 3545472 9067 0.002557
149 3458070 8052 0.002328
150 3367677 15396 0.004572
