# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 11487382 103839 0.009039
2 11487382 51324 0.004468
3 11487382 45110 0.003927
4 11487382 41161 0.003583
5 11487382 38260 0.003331
6 11487382 33079 0.002880
7 11487382 31916 0.002778
8 11487382 31779 0.002766
9 11487382 25029 0.002179
10 11487382 23623 0.002056
11 11487382 21599 0.001880
12 11487382 20498 0.001784
13 11487382 18502 0.001611
14 11487382 16670 0.001451
15 11487382 25137 0.002188
16 11487382 15227 0.001326
17 11487382 14885 0.001296
18 11487382 15001 0.001306
19 11487382 14588 0.001270
20 11487382 14703 0.001280
21 11487382 13674 0.001190
22 11487382 32078 0.002792
23 11487382 13274 0.001156
24 11487382 13532 0.001178
25 11487382 13848 0.001205
26 11487382 13861 0.001207
27 11487382 13298 0.001158
28 11487382 24959 0.002173
29 11487382 13107 0.001141
30 11487382 13327 0.001160
31 11487382 17600 0.001532
32 11487382 15839 0.001379
33 11487382 12628 0.001099
34 11487382 12854 0.001119
35 11487382 12797 0.001114
36 11487382 13024 0.001134
37 11487382 13046 0.001136
38 11487382 13426 0.001169
39 11487382 12926 0.001125
40 11487382 13153 0.001145
41 11487382 12854 0.001119
42 11487382 13513 0.001176
43 11487382 13291 0.001157
44 11487382 30809 0.002682
45 11487382 26845 0.002337
46 11487382 15437 0.001344
47 11487382 17508 0.001524
48 11487382 14900 0.001297
49 11487382 16105 0.001402
50 11487382 12649 0.001101
51 11487382 12664 0.001102
52 11487382 12642 0.001101
53 11487382 13128 0.001143
54 11487382 12571 0.001094
55 11487382 13150 0.001145
56 11487382 13268 0.001155
57 11487382 12641 0.001100
58 11487382 12980 0.001130
59 11487382 12606 0.001097
60 11487382 12781 0.001113
61 11487382 13640 0.001187
62 11487382 12804 0.001115
63 11487382 12693 0.001105
64 11487382 13042 0.001135
65 11487382 12939 0.001126
66 11487382 13411 0.001167
67 11487382 12988 0.001131
68 11487382 14296 0.001244
69 11487382 13856 0.001206
70 11487382 14362 0.001250
71 11487382 18153 0.001580
72 11487382 17335 0.001509
73 11487382 16554 0.001441
74 11487382 12555 0.001093
75 11487382 12715 0.001107
76 11487382 13025 0.001134
77 11487382 12652 0.001101
78 11487382 13099 0.001140
79 11487382 13054 0.001136
80 11487382 12637 0.001100
81 11487382 12788 0.001113
82 11487382 12731 0.001108
83 11487382 13562 0.001181
84 11487382 13120 0.001142
85 11487382 14473 0.001260
86 11487382 13889 0.001209
87 11487382 13132 0.001143
88 11487382 13799 0.001201
89 11487382 13857 0.001206
90 11487382 13592 0.001183
91 11487382 13334 0.001161
92 11487382 13409 0.001167
93 11487382 14013 0.001220
94 11487382 13727 0.001195
95 11487382 16645 0.001449
96 11487382 15984 0.001391
97 11487382 16164 0.001407
98 11487382 14401 0.001254
99 11487382 15233 0.001326
100 11487382 15404 0.001341
101 11474436 22058 0.001922
102 11459220 21407 0.001868
103 11442127 14136 0.001235
104 11422475 14545 0.001273
105 11400572 14446 0.001267
106 11376100 14162 0.001245
107 11347650 13774 0.001214
108 11316142 14078 0.001244
109 11281561 14037 0.001244
110 11243853 15317 0.001362
111 11200956 15369 0.001372
112 11153883 17675 0.001585
113 11104337 17140 0.001544
114 11050524 16616 0.001504
115 10993823 16493 0.001500
116 10930127 15488 0.001417
117 10858912 15276 0.001407
118 10785553 14728 0.001366
119 10709937 15446 0.001442
120 10631006 17594 0.001655
121 10542261 15246 0.001446
122 10448917 15585 0.001492
123 10347840 15807 0.001528
124 10248660 17001 0.001659
125 10142012 16673 0.001644
126 10026286 16296 0.001625
127 9911618 15680 0.001582
128 9796731 16282 0.001662
129 9678558 15733 0.001626
130 9560537 15721 0.001644
131 9426514 14737 0.001563
132 9286137 15801 0.001702
133 9142969 16226 0.001775
134 8993028 14869 0.001653
135 8841128 15331 0.001734
136 8688892 15380 0.001770
137 8536271 14600 0.001710
138 8372845 14265 0.001704
139 8208612 14918 0.001817
140 8036618 17161 0.002135
141 7865898 15897 0.002021
142 7685714 16579 0.002157
143 7510435 16239 0.002162
144 7337098 15622 0.002129
145 7177002 15724 0.002191
146 6997012 13608 0.001945
147 6818440 13058 0.001915
148 6646133 18490 0.002782
149 6455960 16640 0.002577
150 6263652 29664 0.004736
