# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 11780369 142960 0.012135
2 11780369 76291 0.006476
3 11780369 66137 0.005614
4 11780369 60775 0.005159
5 11780369 58022 0.004925
6 11780369 53500 0.004541
7 11780369 52262 0.004436
8 11780369 51583 0.004379
9 11780369 45704 0.003880
10 11780369 44962 0.003817
11 11780369 43242 0.003671
12 11780369 42661 0.003621
13 11780369 40470 0.003435
14 11780369 39202 0.003328
15 11780369 47308 0.004016
16 11780369 36988 0.003140
17 11780369 36766 0.003121
18 11780369 36207 0.003074
19 11780369 35393 0.003004
20 11780369 35479 0.003012
21 11780369 34807 0.002955
22 11780369 54159 0.004597
23 11780369 34106 0.002895
24 11780369 34344 0.002915
25 11780369 34461 0.002925
26 11780369 34294 0.002911
27 11780369 33741 0.002864
28 11780369 45947 0.003900
29 11780369 33547 0.002848
30 11780369 34300 0.002912
31 11780369 38436 0.003263
32 11780369 37154 0.003154
33 11780369 33343 0.002830
34 11780369 33269 0.002824
35 11780369 33369 0.002833
36 11780369 33293 0.002826
37 11780369 33028 0.002804
38 11780369 33522 0.002846
39 11780369 33512 0.002845
40 11780369 33689 0.002860
41 11780369 32917 0.002794
42 11780369 33424 0.002837
43 11780369 33547 0.002848
44 11780369 44860 0.003808
45 11780369 46997 0.003989
46 11780369 46864 0.003978
47 11780369 38845 0.003297
48 11780369 35017 0.002972
49 11780369 35190 0.002987
50 11780369 33978 0.002884
51 11780369 34166 0.002900
52 11780369 34271 0.002909
53 11780369 33954 0.002882
54 11780369 34447 0.002924
55 11780369 34665 0.002943
56 11780369 33972 0.002884
57 11780369 34191 0.002902
58 11780369 33988 0.002885
59 11780369 33457 0.002840
60 11780369 33588 0.002851
61 11780369 34094 0.002894
62 11780369 33719 0.002862
63 11780369 33592 0.002852
64 11780369 33795 0.002869
65 11780369 38116 0.003236
66 11780369 37721 0.003202
67 11780369 38386 0.003258
68 11780369 37254 0.003162
69 11780369 36761 0.003121
70 11780369 37028 0.003143
71 11780369 39950 0.003391
72 11780369 40832 0.003466
73 11780369 41129 0.003491
74 11780369 36981 0.003139
75 11780369 37322 0.003168
76 11780369 36386 0.003089
77 11780369 37120 0.003151
78 11780369 36911 0.003133
79 11780369 36599 0.003107
80 11780369 37582 0.003190
81 11780369 37718 0.003202
82 11780369 37433 0.003178
83 11780369 36262 0.003078
84 11780369 36635 0.003110
85 11780369 36333 0.003084
86 11780369 37163 0.003155
87 11780369 36118 0.003066
88 11780369 36199 0.003073
89 11780369 37179 0.003156
90 11780369 36826 0.003126
91 11780369 36601 0.003107
92 11780369 36054 0.003061
93 11780369 36146 0.003068
94 11780369 35662 0.003027
95 11780369 37171 0.003155
96 11780369 37128 0.003152
97 11780369 37381 0.003173
98 11780369 36239 0.003076
99 11780369 37564 0.003189
100 11780369 36982 0.003139
101 11767959 37410 0.003179
102 11753360 36948 0.003144
103 11737183 36904 0.003144
104 11718425 36155 0.003085
105 11697171 35639 0.003047
106 11673722 35530 0.003044
107 11646539 35784 0.003073
108 11616619 35566 0.003062
109 11583278 35593 0.003073
110 11546773 38015 0.003292
111 11505238 38036 0.003306
112 11459719 39504 0.003447
113 11411520 38553 0.003378
114 11359056 37476 0.003299
115 11303596 36552 0.003234
116 11240986 35222 0.003133
117 11170152 35568 0.003184
118 11097534 34756 0.003132
119 11022806 34757 0.003153
120 10944305 35799 0.003271
121 10855013 35211 0.003244
122 10762164 35036 0.003255
123 10661463 34354 0.003222
124 10561030 34761 0.003291
125 10453497 36625 0.003504
126 10336621 35288 0.003414
127 10219794 34759 0.003401
128 10102496 34885 0.003453
129 9982962 35416 0.003548
130 9862288 35011 0.003550
131 9724365 34027 0.003499
132 9579188 34241 0.003575
133 9431637 33801 0.003584
134 9275408 32470 0.003501
135 9117075 32647 0.003581
136 8959328 31581 0.003525
137 8800560 30303 0.003443
138 8629151 30463 0.003530
139 8457462 30775 0.003639
140 8276894 31411 0.003795
141 8096722 29783 0.003678
142 7907506 30245 0.003825
143 7723292 29276 0.003791
144 7541904 28962 0.003840
145 7376500 29367 0.003981
146 7189922 28510 0.003965
147 7002101 27664 0.003951
148 6821899 31961 0.004685
149 6623213 25938 0.003916
150 6420675 39422 0.006140
