# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 11780369 72144 0.006124
2 11780369 63031 0.005351
3 11780369 53163 0.004513
4 11780369 49065 0.004165
5 11780369 47153 0.004003
6 11780369 43642 0.003705
7 11780369 42398 0.003599
8 11780369 43793 0.003717
9 11780369 72561 0.006159
10 11780369 39261 0.003333
11 11780369 43654 0.003706
12 11780369 38423 0.003262
13 11780369 44056 0.003740
14 11780369 38177 0.003241
15 11780369 45534 0.003865
16 11780369 36382 0.003088
17 11780369 35876 0.003045
18 11780369 44161 0.003749
19 11780369 34996 0.002971
20 11780369 35187 0.002987
21 11780369 34352 0.002916
22 11780369 49764 0.004224
23 11780369 34336 0.002915
24 11780369 34671 0.002943
25 11780369 62436 0.005300
26 11780369 34179 0.002901
27 11780369 34300 0.002912
28 11780369 53590 0.004549
29 11780369 34408 0.002921
30 11780369 34258 0.002908
31 11780369 33829 0.002872
32 11780369 36339 0.003085
33 11780369 38828 0.003296
34 11780369 33631 0.002855
35 11780369 33560 0.002849
36 11780369 33795 0.002869
37 11780369 39457 0.003349
38 11780369 38125 0.003236
39 11780369 33246 0.002822
40 11780369 33503 0.002844
41 11780369 33127 0.002812
42 11780369 33189 0.002817
43 11780369 33025 0.002803
44 11780369 41073 0.003487
45 11780369 42859 0.003638
46 11780369 43317 0.003677
47 11780369 34731 0.002948
48 11780369 34955 0.002967
49 11780369 37458 0.003180
50 11780369 34233 0.002906
51 11780369 34051 0.002890
52 11780369 36369 0.003087
53 11780369 33903 0.002878
54 11780369 39163 0.003324
55 11780369 33968 0.002883
56 11780369 33981 0.002885
57 11780369 39616 0.003363
58 11780369 38587 0.003276
59 11780369 39685 0.003369
60 11780369 34002 0.002886
61 11780369 33714 0.002862
62 11780369 34047 0.002890
63 11780369 38822 0.003295
64 11780369 34524 0.002931
65 11780369 37468 0.003181
66 11780369 42331 0.003593
67 11780369 45837 0.003891
68 11780369 39917 0.003388
69 11780369 36344 0.003085
70 11780369 36254 0.003077
71 11780369 38714 0.003286
72 11780369 39421 0.003346
73 11780369 40171 0.003410
74 11780369 37542 0.003187
75 11780369 41125 0.003491
76 11780369 36227 0.003075
77 11780369 37318 0.003168
78 11780369 37082 0.003148
79 11780369 36476 0.003096
80 11780369 37428 0.003177
81 11780369 37510 0.003184
82 11780369 37361 0.003171
83 11780369 36014 0.003057
84 11780369 36474 0.003096
85 11780369 36446 0.003094
86 11780369 37619 0.003193
87 11780369 36069 0.003062
88 11780369 36897 0.003132
89 11780369 37748 0.003204
90 11780369 37247 0.003162
91 11780369 40649 0.003451
92 11780369 41297 0.003506
93 11780369 38927 0.003304
94 11780369 37185 0.003157
95 11780369 38083 0.003233
96 11780369 38513 0.003269
97 11780369 38880 0.003300
98 11780369 38008 0.003226
99 11780369 73525 0.006241
100 11780369 38798 0.003293
101 11767959 38844 0.003301
102 11753360 49265 0.004192
103 11737183 37508 0.003196
104 11718425 37148 0.003170
105 11697171 36953 0.003159
106 11673722 41927 0.003592
107 11646539 37428 0.003214
108 11616619 42197 0.003632
109 11583278 36974 0.003192
110 11546773 39042 0.003381
111 11505238 38981 0.003388
112 11459719 39480 0.003445
113 11411520 39922 0.003498
114 11359056 39361 0.003465
115 11303596 38665 0.003421
116 11240986 37486 0.003335
117 11170152 38402 0.003438
118 11097534 37478 0.003377
119 11022806 37624 0.003413
120 10944305 38132 0.003484
121 10855013 37940 0.003495
122 10762164 37947 0.003526
123 10661463 38161 0.003579
124 10561030 40697 0.003854
125 10453497 39425 0.003771
126 10336621 38018 0.003678
127 10219794 36680 0.003589
128 10102496 38147 0.003776
129 9982962 41927 0.004200
130 9862288 38746 0.003929
131 9724365 35720 0.003673
132 9579188 36019 0.003760
133 9431637 36457 0.003865
134 9275408 38248 0.004124
135 9117075 36657 0.004021
136 8959328 34327 0.003831
137 8800560 37315 0.004240
138 8629151 33989 0.003939
139 8457462 32466 0.003839
140 8276894 36210 0.004375
141 8096722 32079 0.003962
142 7907506 32433 0.004102
143 7723292 31901 0.004130
144 7541904 31742 0.004209
145 7376500 32050 0.004345
146 7189922 32020 0.004453
147 7002101 31257 0.004464
148 6821899 29606 0.004340
149 6623213 28062 0.004237
150 6420675 40186 0.006259
